convolution_P100_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings
Genetic algorithm,0.5445552839209531,0.356258622149611,0.02,23.82,18.190253052732636,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.7911506860652383,0.07362717277235492,0.0,51.04,2.849704603380956,pop_size=10; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
Genetic algorithm,0.8053842479272587,0.06575071932058106,0.0,50,0.0,pop_size=10; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.5
Genetic algorithm,0.8258440236878533,0.09464347908381765,0.04,49.48,6.155269851011855,pop_size=10; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.02
Genetic algorithm,0.8245478067448823,0.07116840663744842,0.0,49.52,5.214735792708495,pop_size=10; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.05
Genetic algorithm,0.8362967249912184,0.07881568993062385,0.0,53.64,4.98061548528341,pop_size=10; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.1
Genetic algorithm,0.8155517728310983,0.07455114679308569,0.0,50.48,3.9756401101853127,pop_size=10; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.2
Genetic algorithm,0.8080485356431506,0.06642912540531658,0.0,51.02,2.9311138789594255,pop_size=10; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.3
Genetic algorithm,0.788226915345839,0.08533714174302805,0.0,50.32,3.254133948549451,pop_size=10; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.5
Genetic algorithm,0.8226770465873695,0.14202744015416643,0.04,47.48,8.27891346513933,pop_size=10; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.02
Genetic algorithm,0.7949533479862134,0.14153293537805403,0.0,45.78,8.84166851000513,pop_size=10; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.05
Genetic algorithm,0.8314767727486134,0.08267908521426208,0.02,53.9,4.5859145483641495,pop_size=10; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.1
Genetic algorithm,0.7993973265500521,0.07019105532932393,0.0,50.64,3.640811750706377,pop_size=10; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.2
Genetic algorithm,0.7800033230923346,0.06906799572633292,0.0,50.14,3.0034673839631774,pop_size=10; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.3
Genetic algorithm,0.7996309094507466,0.0870821709358258,0.0,49.36,3.069002363994541,pop_size=10; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.5
Genetic algorithm,0.8245676414473351,0.10454810658053186,0.02,48.72,7.1372549459344174,pop_size=10; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.02
Genetic algorithm,0.8080322407016893,0.08669820191536584,0.0,49.26,6.294831050884819,pop_size=10; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.05
Genetic algorithm,0.828209105931663,0.07479675544580566,0.0,53.02,6.6255226979015145,pop_size=10; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.1
Genetic algorithm,0.7977536084635078,0.06419108606587745,0.02,50.26,4.24653520231374,pop_size=10; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.2
Genetic algorithm,0.8125471231457437,0.07405527297195286,0.0,50.26,4.294324683788584,pop_size=10; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.3
Genetic algorithm,0.7881210692316987,0.07484390834255349,0.0,49.92,3.8430430119680854,pop_size=10; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.5
Genetic algorithm,0.8053278062721303,0.0925834822559281,0.02,42.22,8.569737928505475,pop_size=10; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.8230121798009692,0.07529353150156165,0.0,41.4,9.053131153002777,pop_size=10; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.8009782827035068,0.07235673587576649,0.0,45.78,10.71007536321357,pop_size=10; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.7935902731138641,0.08458052272135716,0.0,43.82,7.558452492516749,pop_size=10; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.7900450905422028,0.06049967068110093,0.0,44.22,9.107722670618488,pop_size=10; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.7921460956953752,0.0889971850455156,0.02,41.96,7.7590237130448205,pop_size=10; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.8265450093475516,0.10041048487691738,0.04,40,10.184021097498066,pop_size=10; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.827475952985273,0.10325553591031597,0.0,37.7,9.09866552224634,pop_size=10; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.8118100053714971,0.08455051126666092,0.0,46.32,10.338041499279074,pop_size=10; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.7899888097345809,0.10060823158855471,0.0,45,8.407965125464091,pop_size=10; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.7864806303501563,0.07490308366276784,0.0,42.1,7.346386033629191,pop_size=10; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.7717733654161663,0.09036050978084002,0.02,43.6,7.4942154563451435,pop_size=10; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.8093926323403511,0.09292863151765962,0.02,39.94,10.527728208141099,pop_size=10; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.8019344402637897,0.14567423836283727,0.0,40.74,9.642190453143616,pop_size=10; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.8167647024404683,0.0767226104764827,0.0,45.8,9.699568683867403,pop_size=10; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.7855961248101306,0.07102955513296452,0.0,46.06,7.129730796074266,pop_size=10; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.8003094754569262,0.062076620104293816,0.02,41.5,7.57883734554345,pop_size=10; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.778194725526376,0.087894217591209,0.0,42.92,8.37596171755086,pop_size=10; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.8108618219735118,0.0699581217926912,0.02,61.58,1.4581229197086203,pop_size=16; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.8234730455245928,0.0725773584862957,0.02,61.5,1.373956004405096,pop_size=16; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.05
Genetic algorithm,0.8156178054522569,0.07014415730644352,0.0,63.34,0.9606545387688245,pop_size=16; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.1
Genetic algorithm,0.8088581367236014,0.06578917149569162,0.02,63.74,0.44308749769345207,pop_size=16; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.2
Genetic algorithm,0.8169361629835659,0.06401378527793444,0.02,63.2,4.5175395145262565,pop_size=16; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.3
Genetic algorithm,0.8143811023196736,0.06369944613131015,0.0,63.86,0.35050983275386566,pop_size=16; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.5
Genetic algorithm,0.796198882665053,0.07248548471219299,0.0,58.08,2.4647722087073944,pop_size=16; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.7813025457207865,0.08620723009550695,0.02,57.26,2.52182311765411,pop_size=16; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.05
Genetic algorithm,0.8052651642924147,0.0712124466953476,0.0,62.64,1.0644534862969806,pop_size=16; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.1
Genetic algorithm,0.8022203042053493,0.07785381396949559,0.0,63.78,0.4184519575964803,pop_size=16; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.2
Genetic algorithm,0.8205780379557299,0.05808412444648013,0.0,63.8,0.45175395145262565,pop_size=16; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.3
Genetic algorithm,0.8238828203122969,0.07369462231317046,0.0,63.88,0.32826072265931594,pop_size=16; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.5
Genetic algorithm,0.8012198865460853,0.06901018712785519,0.0,59.94,2.122859065563444,pop_size=16; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.8080347570095187,0.08456207592318335,0.0,60.2,2.294625486315573,pop_size=16; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.05
Genetic algorithm,0.8245718314946793,0.06540133985708174,0.0,63.06,0.9563962973323455,pop_size=16; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.1
Genetic algorithm,0.8160467809385706,0.06491990520227274,0.0,63.76,0.4314191105869,pop_size=16; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.2
Genetic algorithm,0.8133223024083466,0.06632540338557458,0.0,63.9,0.3030457633656632,pop_size=16; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.3
Genetic algorithm,0.8042509792069061,0.06854430443064885,0.0,63.98,0.1414213562373095,pop_size=16; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.5
Genetic algorithm,0.7963536720602281,0.0806876409846825,0.0,61.2,1.7956864414252192,pop_size=16; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.02
Genetic algorithm,0.8111566527784025,0.07062158806456587,0.02,60.96,1.653197273313078,pop_size=16; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.05
Genetic algorithm,0.8105766257186139,0.052301284489476206,0.0,63.12,0.895339406628137,pop_size=16; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.1
Genetic algorithm,0.804293621627006,0.07746696896129447,0.02,63.28,4.522235315073504,pop_size=16; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.2
Genetic algorithm,0.8196352193053219,0.07283031191650903,0.02,63.16,4.523679196117664,pop_size=16; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.3
Genetic algorithm,0.7957316418265971,0.06949360344094317,0.0,63.9,0.3030457633656632,pop_size=16; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.5
Genetic algorithm,0.8046551869322515,0.08245326619892253,0.02,57.66,4.596404983844462,pop_size=16; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.02
Genetic algorithm,0.7945924775169003,0.08968488667088925,0.0,57.56,2.168042472661757,pop_size=16; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.05
Genetic algorithm,0.7976045313880035,0.07764398007799247,0.0,62.66,1.0421719862765415,pop_size=16; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.1
Genetic algorithm,0.8388534561263423,0.06132919902764411,0.0,63.8,0.4040610178208843,pop_size=16; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.2
Genetic algorithm,0.8113850320323058,0.06873693429835127,0.0,63.9,0.3030457633656632,pop_size=16; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.3
Genetic algorithm,0.7909235695823511,0.06667940428360555,0.0,63.96,0.1979486637221574,pop_size=16; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.5
Genetic algorithm,0.8167005698230451,0.08048881208546191,0.04,59.92,1.860875370049575,pop_size=16; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.02
Genetic algorithm,0.793922431577295,0.07900244691367295,0.0,59.74,2.3106673653880576,pop_size=16; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.05
Genetic algorithm,0.8207522698864738,0.07259727135604697,0.0,63.06,0.8668497975016037,pop_size=16; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.1
Genetic algorithm,0.8001189109008033,0.08555123975733903,0.0,63.76,0.5174505793221381,pop_size=16; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.2
Genetic algorithm,0.8048997104472302,0.06785057289821382,0.0,63.94,0.23989793748209523,pop_size=16; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.3
Genetic algorithm,0.7913173045040687,0.08742193797912427,0.0,63.9,0.3030457633656632,pop_size=16; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.5
Genetic algorithm,0.792721879970901,0.09320761728323247,0.0,60.4,1.7728105208558367,pop_size=16; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.02
Genetic algorithm,0.8074952451374048,0.07534195452155805,0.0,60.5,2.0429070922964416,pop_size=16; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.05
Genetic algorithm,0.8007655060631187,0.09466431794569426,0.0,63.3,0.9948848769417228,pop_size=16; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.1
Genetic algorithm,0.7801970221830986,0.06190627580068391,0.0,63.78,0.4184519575964803,pop_size=16; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.2
Genetic algorithm,0.8085560670286989,0.07652345645055028,0.0,63.98,0.1414213562373095,pop_size=16; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
